,GitHub Name,Smogon Name,PMD Reference,,Pts.,Spr.,D.Spr.,Pokémon,Types,,HP,Atk,Def,SpA,SpD,Spe,0,252,252+,,Sprite
,ariados,ariados,168,,1,,,Ariados (Z),Bug,Poison,70,90,70,60,70,40,116,179,196,,
,crobat,crobat,169,,11,,,Crobat (Z),Poison,Flying,85,90,80,70,80,130,296,359,394,,
,chinchou,chinchou,170,,1,,,Chinchou (Z),Water,Electric,75,38,38,56,56,67,170,233,256,,
,lanturn,lanturn,171,,6,,,Lanturn (Z),Water,Electric,125,58,58,76,76,67,170,233,256,,
,pichu,pichu,172,,1,,,Pichu (Z),Electric,-,20,40,15,35,35,60,156,219,240,,
,pichu-spiky-eared,pichu-spikyeared,172,,0,,,Pichu-Spiky-Eared (Z),Electric,-,20,40,15,35,35,60,156,219,240,,
,cleffa,cleffa,173,,1,,,Cleffa (Z),Fairy,-,50,25,28,45,55,15,66,129,141,,
,igglybuff,igglybuff,174,,1,,,Igglybuff (Z),Normal,Fairy,90,30,15,40,20,15,66,129,141,,
,togepi,togepi,175,,1,,,Togepi (Z),Fairy,-,35,20,65,40,65,20,76,139,152,,
,togetic,togetic,176,,1,,,Togetic (Z),Fairy,Flying,55,40,85,80,105,40,116,179,196,,
,natu,natu,177,,1,,,Natu (Z),Psychic,Flying,40,50,45,70,45,70,176,239,262,,
,xatu,xatu,178,,3,,,Xatu (Z),Psychic,Flying,65,75,70,95,70,95,226,289,317,,
,mareep,mareep,179,,1,,,Mareep (Z),Electric,-,55,40,40,65,45,35,106,169,185,,
,flaaffy,flaaffy,180,,1,,,Flaaffy (Z),Electric,-,70,55,55,80,60,45,126,189,207,,
,ampharos,ampharos,181,,1,,,Ampharos (Z),Electric,-,90,75,85,115,90,55,146,209,229,,
,ampharos-mega,ampharos-mega,0181/0001,,5,,,Mega Ampharos (Z),Electric,Dragon,90,95,105,165,110,45,126,189,207,,
,bellossom,bellossom,182,,1,,,Bellossom (Z),Grass,-,75,80,95,90,100,50,136,199,218,,
,marill,marill,183,,1,,,Marill (Z),Water,Fairy,70,20,50,20,50,40,116,179,196,,
,azumarill,azumarill,184,,12,,,Azumarill (Z),Water,Fairy,100,50,80,60,80,50,136,199,218,,
,sudowoodo,sudowoodo,185,,1,,,Sudowoodo (Z),Rock,-,70,100,115,30,65,30,96,159,174,,
,politoed,politoed,186,,7,,,Politoed (Z),Water,-,90,75,75,90,100,70,176,239,262,,
,hoppip,hoppip,187,,1,,,Hoppip (Z),Grass,Flying,35,35,40,35,55,50,136,199,218,,
,skiploom,skiploom,188,,1,,,Skiploom (Z),Grass,Flying,55,45,50,45,65,80,196,259,284,,
,jumpluff,jumpluff,189,,1,,,Jumpluff (Z),Grass,Flying,75,55,70,55,95,110,256,319,350,,
,aipom,aipom,190,,1,,,Aipom (Z),Normal,-,55,70,55,40,55,85,206,269,295,,
,sunkern,sunkern,191,,1,,,Sunkern (Z),Grass,-,30,30,30,30,30,30,96,159,174,,
,sunflora,sunflora,192,,1,,,Sunflora (Z),Grass,-,75,75,55,105,85,30,96,159,174,,
,yanma,yanma,193,,1,,,Yanma (Z),Bug,Flying,65,65,45,75,45,95,226,289,317,,
,wooper,wooper,194,,1,,,Wooper (Z),Water,Ground,55,45,45,25,25,15,66,129,141,,
,wooper-paldea,wooper-paldea,0194/0002,,0,,,Paldean Wooper (Z),Poison,Ground,55,45,45,25,25,15,66,129,141,,
,quagsire,quagsire,195,,4,,,Quagsire (Z),Water,Ground,95,85,85,65,65,35,106,169,185,,
,espeon,espeon,196,,9,,,Espeon (Z),Psychic,-,65,65,60,130,95,110,256,319,350,,
,umbreon,umbreon,197,,12,,,Umbreon (Z),Dark,-,95,65,110,60,130,65,166,229,251,,
,murkrow,murkrow,198,,1,,,Murkrow (Z),Dark,Flying,60,85,42,85,42,91,218,281,309,,
,slowking,slowking,199,,13,,,Slowking (Z),Water,Psychic,95,75,80,100,110,30,96,159,174,,
,slowking-galar,slowking-galar,0199/0001,,0,,,Galarian Slowking (Z),Poison,Psychic,95,65,80,110,110,30,96,159,174,,
,misdreavus,misdreavus,200,,1,,,Misdreavus (Z),Ghost,-,60,60,60,85,85,85,206,269,295,,
,unown,unown,201,,1,,,Unown (Z),Psychic,-,48,72,48,72,48,48,132,195,214,,
,wobbuffet,wobbuffet,202,,1,,,Wobbuffet (Z),Psychic,-,190,33,58,33,58,33,102,165,181,,
,girafarig,girafarig,203,,1,,,Girafarig (Z),Normal,Psychic,70,80,65,90,65,85,206,269,295,,
,pineco,pineco,204,,1,,,Pineco (Z),Bug,-,50,65,90,35,35,15,66,129,141,,
,forretress,forretress,205,,3,,,Forretress (Z),Bug,Steel,75,90,140,60,60,40,116,179,196,,
,dunsparce,dunsparce,206,,1,,,Dunsparce (Z),Normal,-,100,70,70,65,65,45,126,189,207,,
,gligar,gligar,207,,4,,,Gligar (Z),Ground,Flying,65,75,105,35,65,85,206,269,295,,
,steelix,steelix,208,,8,,,Steelix (Z),Steel,Ground,75,85,200,55,65,30,96,159,174,,
,steelix-mega,steelix-mega,0208/0001,,7,,,Mega Steelix (Z),Steel,Ground,75,125,230,55,95,30,96,159,174,,
,snubbull,snubbull,209,,1,,,Snubbull (Z),Fairy,-,60,80,50,40,40,30,96,159,174,,
,granbull,granbull,210,,6,,,Granbull (Z),Fairy,-,90,120,75,60,60,45,126,189,207,,
,qwilfish,qwilfish,211,,8,,,Qwilfish (Z),Water,Poison,65,95,85,55,55,85,206,269,295,,
,qwilfish-hisui,qwilfish-hisui,0211/0001,,0,,,Hisuian Qwilfish (Z),Dark,Poison,65,95,85,55,55,85,206,269,295,,
,scizor,scizor,212,,13,,,Scizor (Z),Bug,Steel,70,130,100,55,80,65,166,229,251,,
,scizor-mega,scizor-mega,0212/0001,,16,,,Mega Scizor (Z),Bug,Steel,70,150,140,65,100,75,186,249,273,,
,shuckle,shuckle,213,,2,,,Shuckle (Z),Bug,Rock,20,10,230,10,230,5,46,109,119,,
,heracross,heracross,214,,4,,,Heracross (Z),Bug,Fighting,80,125,75,40,95,85,206,269,295,,
,heracross-mega,heracross-mega,0214/0001,,12,,,Mega Heracross (Z),Bug,Fighting,80,185,115,40,105,75,186,249,273,,
,sneasel,sneasel,215,,3,,,Sneasel (Z),Dark,Ice,55,95,55,35,75,115,266,329,361,,
,sneasel-hisui,sneasel-hisui,0215/0001,,0,,,Hisuian Sneasel (Z),Fighting,Poison,55,95,55,35,75,115,266,329,361,,
,teddiursa,teddiursa,216,,1,,,Teddiursa (Z),Normal,-,60,80,50,50,50,40,116,179,196,,
,ursaring,ursaring,217,,2,,,Ursaring (Z),Normal,-,90,130,75,75,75,55,146,209,229,,
,slugma,slugma,218,,1,,,Slugma (Z),Fire,-,40,40,40,70,40,20,76,139,152,,
,magcargo,magcargo,219,,1,,,Magcargo (Z),Fire,Rock,60,50,120,90,80,30,96,159,174,,
,swinub,swinub,220,,1,,,Swinub (Z),Ice,Ground,50,50,40,30,30,50,136,199,218,,
,piloswine,piloswine,221,,8,,,Piloswine (Z),Ice,Ground,100,100,80,60,60,50,136,199,218,,
,corsola,corsola,222,,1,,,Corsola (Z),Water,Rock,65,55,95,65,95,35,106,169,185,,
,corsola-galar,corsola-galar,0222/0001,,0,,,Galarian Corsola (Z),Ghost,-,60,55,100,65,100,30,96,159,174,,
,remoraid,remoraid,223,,1,,,Remoraid (Z),Water,-,35,65,35,65,35,65,166,229,251,,
,octillery,octillery,224,,1,,,Octillery (Z),Water,-,75,105,75,105,75,45,126,189,207,,
,delibird,delibird,225,,1,,,Delibird (Z),Ice,Flying,45,55,45,65,45,75,186,249,273,,
,mantine,mantine,226,,1,,,Mantine (Z),Water,Flying,85,40,70,80,140,70,176,239,262,,
,skarmory,skarmory,227,,12,,,Skarmory (Z),Steel,Flying,65,80,140,40,70,70,176,239,262,,
,houndour,houndour,228,,1,,,Houndour (Z),Dark,Fire,45,60,30,80,50,65,166,229,251,,
,houndoom,houndoom,229,,1,,,Houndoom (Z),Dark,Fire,75,90,50,110,80,95,226,289,317,,
,houndoom-mega,houndoom-mega,0229/0001,,4,,,Mega Houndoom (Z),Dark,Fire,75,90,90,140,90,115,266,329,361,,
,kingdra,kingdra,230,,6,,,Kingdra (Z),Water,Dragon,75,95,95,95,95,85,206,269,295,,
,phanpy,phanpy,231,,1,,,Phanpy (Z),Ground,-,90,60,60,40,40,40,116,179,196,,
,donphan,donphan,232,,9,,,Donphan (Z),Ground,-,90,120,120,60,60,50,136,199,218,,
,porygon2,porygon2,233,,6,,,Porygon2 (Z),Normal,-,85,80,90,105,95,60,156,219,240,,
,stantler,stantler,234,,1,,,Stantler (Z),Normal,-,73,95,62,85,65,85,206,269,295,,
,smeargle,smeargle,235,,2,,,Smeargle (Z),Normal,-,55,20,35,20,45,75,186,249,273,,
,tyrogue,tyrogue,236,,1,,,Tyrogue (Z),Fighting,-,35,35,35,35,35,35,106,169,185,,
,hitmontop,hitmontop,237,,2,,,Hitmontop (Z),Fighting,-,50,95,95,35,110,70,176,239,262,,
,smoochum,smoochum,238,,1,,,Smoochum (Z),Ice,Psychic,45,30,15,85,65,65,166,229,251,,
,elekid,elekid,239,,1,,,Elekid (Z),Electric,-,45,63,37,65,55,95,226,289,317,,
,magby,magby,240,,1,,,Magby (Z),Fire,-,45,75,37,70,55,83,202,265,291,,
,miltank,miltank,241,,5,,,Miltank (Z),Normal,-,95,80,105,40,70,100,236,299,328,,
,blissey,blissey,242,,14,,,Blissey (Z),Normal,-,255,10,10,75,135,55,146,209,229,,
,raikou,raikou,243,,16,,,Raikou (Z),Electric,-,90,85,75,115,100,115,266,329,361,,
,entei,entei,244,,6,,,Entei (Z),Fire,-,115,115,85,90,75,100,236,299,328,,
,suicune,suicune,245,,8,,,Suicune (Z),Water,-,100,75,115,90,115,85,206,269,295,,
,larvitar,larvitar,246,,1,,,Larvitar (Z),Rock,Ground,50,64,50,45,50,41,118,181,199,,
,pupitar,pupitar,247,,1,,,Pupitar (Z),Rock,Ground,70,84,70,65,70,51,138,201,221,,
,tyranitar,tyranitar,248,,14,,,Tyranitar (Z),Rock,Dark,100,134,110,95,100,61,158,221,243,,
,tyranitar-mega,tyranitar-mega,0248/0001,,12,,,Mega Tyranitar (Z),Rock,Dark,100,164,150,95,120,71,178,241,265,,
,lugia,lugia,249,,99,,,Lugia (Z),Psychic,Flying,106,90,130,90,154,110,256,319,350,,
,ho-oh,hooh,250,,99,,,Ho-Oh (Z),Fire,Flying,106,130,90,110,154,90,216,279,306,,
,celebi,celebi,251,,11,,,Celebi (Z),Psychic,Grass,100,100,100,100,100,100,236,299,328,,
,treecko,treecko,252,,1,,,Treecko (Z),Grass,-,40,45,35,65,55,70,176,239,262,,
,grovyle,grovyle,253,,1,,,Grovyle (Z),Grass,-,50,65,45,85,65,95,226,289,317,,
,sceptile,sceptile,254,,3,,,Sceptile (Z),Grass,-,70,85,65,105,85,120,276,339,372,,
,sceptile-mega,sceptile-mega,0254/0001,,10,,,Mega Sceptile (Z),Grass,Dragon,70,110,75,145,85,145,326,389,427,,
,torchic,torchic,255,,1,,,Torchic (Z),Fire,-,45,60,40,70,50,45,126,189,207,,
,combusken,combusken,256,,1,,,Combusken (Z),Fire,Fighting,60,85,60,85,60,55,146,209,229,,
,blaziken,blaziken,257,,5,,,Blaziken (Z),Fire,Fighting,80,120,70,110,70,80,196,259,284,,
,blaziken-mega,blaziken-mega,0257/0001,,99,,,Mega Blaziken (Z),Fire,Fighting,80,160,80,130,80,100,236,299,328,,
,mudkip,mudkip,258,,1,,,Mudkip (Z),Water,-,50,70,50,50,50,40,116,179,196,,
,marshtomp,marshtomp,259,,1,,,Marshtomp (Z),Water,Ground,70,85,70,60,70,50,136,199,218,,
,swampert,swampert,260,,8,,,Swampert (Z),Water,Ground,100,110,90,85,90,60,156,219,240,,
,swampert-mega,swampert-mega,0260/0001,,13,,,Mega Swampert (Z),Water,Ground,100,150,110,95,110,70,176,239,262,,
,poochyena,poochyena,261,,1,,,Poochyena (Z),Dark,-,35,55,35,30,30,35,106,169,185,,
,mightyena,mightyena,262,,1,,,Mightyena (Z),Dark,-,70,90,70,60,60,70,176,239,262,,
,zigzagoon,zigzagoon,263,,1,,,Zigzagoon (Z),Normal,-,38,30,41,30,41,60,156,219,240,,
,zigzagoon-galar,zigzagoon-galar,0263/0001,,0,,,Galarian Zigzagoon (Z),Dark,Normal,38,30,41,30,41,60,156,219,240,,
,linoone,linoone,264,,1,,,Linoone (Z),Normal,-,78,70,61,50,61,100,236,299,328,,
,linoone-galar,linoone-galar,0264/0001,,0,,,Galarian Linoone (Z),Dark,Normal,78,70,61,50,61,100,236,299,328,,
,wurmple,wurmple,265,,1,,,Wurmple (Z),Bug,-,45,45,35,20,30,20,76,139,152,,
,silcoon,silcoon,266,,1,,,Silcoon (Z),Bug,-,50,35,55,25,25,15,66,129,141,,
,beautifly,beautifly,267,,1,,,Beautifly (Z),Bug,Flying,60,70,50,100,50,65,166,229,251,,
,cascoon,cascoon,268,,1,,,Cascoon (Z),Bug,-,50,35,55,25,25,15,66,129,141,,
,dustox,dustox,269,,1,,,Dustox (Z),Bug,Poison,60,50,70,50,90,65,166,229,251,,
,lotad,lotad,270,,1,,,Lotad (Z),Water,Grass,40,30,30,40,50,30,96,159,174,,
,lombre,lombre,271,,1,,,Lombre (Z),Water,Grass,60,50,50,60,70,50,136,199,218,,
,ludicolo,ludicolo,272,,3,,,Ludicolo (Z),Water,Grass,80,70,70,90,100,70,176,239,262,,
,seedot,seedot,273,,1,,,Seedot (Z),Grass,-,40,40,50,30,30,30,96,159,174,,
,nuzleaf,nuzleaf,274,,1,,,Nuzleaf (Z),Grass,Dark,70,70,40,60,40,60,156,219,240,,
,shiftry,shiftry,275,,1,,,Shiftry (Z),Grass,Dark,90,100,60,90,60,80,196,259,284,,
,taillow,taillow,276,,1,,,Taillow (Z),Normal,Flying,40,55,30,30,30,85,206,269,295,,
,swellow,swellow,277,,8,,,Swellow (Z),Normal,Flying,60,85,60,75,50,125,286,349,383,,
,wingull,wingull,278,,1,,,Wingull (Z),Water,Flying,40,30,30,55,30,85,206,269,295,,
,pelipper,pelipper,279,,14,,,Pelipper (Z),Water,Flying,60,50,100,95,70,65,166,229,251,,
,ralts,ralts,280,,1,,,Ralts (Z),Psychic,Fairy,28,25,25,45,35,40,116,179,196,,
,kirlia,kirlia,281,,1,,,Kirlia (Z),Psychic,Fairy,38,35,35,65,55,50,136,199,218,,
,gardevoir,gardevoir,282,,6,,,Gardevoir (Z),Psychic,Fairy,68,65,65,125,115,80,196,259,284,,
,gardevoir-mega,gardevoir-mega,0282/0001,,15,,,Mega Gardevoir (Z),Psychic,Fairy,68,85,65,165,135,100,236,299,328,,
,surskit,surskit,283,,1,,,Surskit (Z),Bug,Water,40,30,32,50,52,65,166,229,251,,
,masquerain,masquerain,284,,1,,,Masquerain (Z),Bug,Flying,70,60,62,100,82,80,196,259,284,,
,shroomish,shroomish,285,,1,,,Shroomish (Z),Grass,-,60,40,60,40,60,35,106,169,185,,
,breloom,breloom,286,,5,,,Breloom (Z),Grass,Fighting,60,130,80,60,60,70,176,239,262,,
,slakoth,slakoth,287,,1,,,Slakoth (Z),Normal,-,60,60,60,35,35,30,96,159,174,,
,vigoroth,vigoroth,288,,1,,,Vigoroth (Z),Normal,-,80,80,80,55,55,90,216,279,306,,
,slaking,slaking,289,,1,,,Slaking (Z),Normal,-,150,160,100,95,65,100,236,299,328,,
,nincada,nincada,290,,1,,,Nincada (Z),Bug,Ground,31,45,90,30,30,40,116,179,196,,
,ninjask,ninjask,291,,1,,,Ninjask (Z),Bug,Flying,61,90,45,50,50,160,356,419,460,,
,shedinja,shedinja,292,,1,,,Shedinja (Z),Bug,Ghost,1,90,45,30,30,40,116,179,196,,
,whismur,whismur,293,,1,,,Whismur (Z),Normal,-,64,51,23,51,23,28,92,155,170,,
,loudred,loudred,294,,1,,,Loudred (Z),Normal,-,84,71,43,71,43,48,132,195,214,,
,exploud,exploud,295,,3,,,Exploud (Z),Normal,-,104,91,63,91,73,68,172,235,258,,
,makuhita,makuhita,296,,1,,,Makuhita (Z),Fighting,-,72,60,30,20,30,25,86,149,163,,
,hariyama,hariyama,297,,4,,,Hariyama (Z),Fighting,-,144,120,60,40,60,50,136,199,218,,
,azurill,azurill,298,,1,,,Azurill (Z),Normal,Fairy,50,20,40,20,40,20,76,139,152,,
,nosepass,nosepass,299,,1,,,Nosepass (Z),Rock,-,30,45,135,45,90,30,96,159,174,,
,skitty,skitty,300,,1,,,Skitty (Z),Normal,-,50,45,45,35,35,50,136,199,218,,
,delcatty,delcatty,301,,1,,,Delcatty (Z),Normal,-,70,65,65,55,55,90,216,279,306,,
,sableye,sableye,302,,3,,,Sableye (Z),Dark,Ghost,50,75,75,65,65,50,136,199,218,,
,sableye-mega,sableye-mega,0302/0001,,9,,,Mega Sableye (Z),Dark,Ghost,50,85,125,85,115,20,76,139,152,,
,mawile,mawile,303,,1,,,Mawile (Z),Steel,Fairy,50,85,85,55,55,50,136,199,218,,
,mawile-mega,mawile-mega,0303/0001,,17,,,Mega Mawile (Z),Steel,Fairy,50,105,125,55,95,50,136,199,218,,
,aron,aron,304,,1,,,Aron (Z),Steel,Rock,50,70,100,40,40,30,96,159,174,,
,lairon,lairon,305,,1,,,Lairon (Z),Steel,Rock,60,90,140,50,50,40,116,179,196,,
,aggron,aggron,306,,1,,,Aggron (Z),Steel,Rock,70,110,180,60,60,50,136,199,218,,
,aggron-mega,aggron-mega,0306/0001,,8,,,Mega Aggron (Z),Steel,-,70,140,230,60,80,50,136,199,218,,
,meditite,meditite,307,,1,,,Meditite (Z),Fighting,Psychic,30,40,55,40,55,60,156,219,240,,
,medicham,medicham,308,,2,,,Medicham (Z),Fighting,Psychic,60,60,75,60,75,80,196,259,284,,
,medicham-mega,medicham-mega,0308/0001,,15,,,Mega Medicham (Z),Fighting,Psychic,60,100,85,80,85,100,236,299,328,,
,electrike,electrike,309,,1,,,Electrike (Z),Electric,-,40,45,40,65,40,65,166,229,251,,
,manectric,manectric,310,,1,,,Manectric (Z),Electric,-,70,75,60,105,60,105,246,309,339,,
,manectric-mega,manectric-mega,0310/0001,,12,,,Mega Manectric (Z),Electric,-,70,75,80,135,80,135,306,369,405,,
,plusle,plusle,311,,1,,,Plusle (Z),Electric,-,60,50,40,85,75,95,226,289,317,,
,minun,minun,312,,1,,,Minun (Z),Electric,-,60,40,50,75,85,95,226,289,317,,
,volbeat,volbeat,313,,2,,,Volbeat (Z),Bug,-,65,73,75,47,85,85,206,269,295,,
,illumise,illumise,314,,2,,,Illumise (Z),Bug,-,65,47,75,73,85,85,206,269,295,,
,roselia,roselia,315,,4,,,Roselia (Z),Grass,Poison,50,60,45,100,80,65,166,229,251,,
,gulpin,gulpin,316,,1,,,Gulpin (Z),Poison,-,70,43,53,43,53,40,116,179,196,,
,swalot,swalot,317,,1,,,Swalot (Z),Poison,-,100,73,83,73,83,55,146,209,229,,
,carvanha,carvanha,318,,1,,,Carvanha (Z),Water,Dark,45,90,20,65,20,65,166,229,251,,
,sharpedo,sharpedo,319,,2,,,Sharpedo (Z),Water,Dark,70,120,40,95,40,95,226,289,317,,
,sharpedo-mega,sharpedo-mega,0319/0001,,11,,,Mega Sharpedo (Z),Water,Dark,70,140,70,110,65,105,246,309,339,,
,wailmer,wailmer,320,,1,,,Wailmer (Z),Water,-,130,70,35,70,35,60,156,219,240,,
,wailord,wailord,321,,1,,,Wailord (Z),Water,-,170,90,45,90,45,60,156,219,240,,
,numel,numel,322,,1,,,Numel (Z),Fire,Ground,60,60,40,65,45,35,106,169,185,,
,camerupt,camerupt,323,,1,,,Camerupt (Z),Fire,Ground,70,100,70,105,75,40,116,179,196,,
,camerupt-mega,camerupt-mega,0323/0001,,5,,,Mega Camerupt (Z),Fire,Ground,70,120,100,145,105,20,76,139,152,,
,torkoal,torkoal,324,,3,,,Torkoal (Z),Fire,-,70,85,140,85,70,20,76,139,152,,
,spoink,spoink,325,,1,,,Spoink (Z),Psychic,-,60,25,35,70,80,60,156,219,240,,
,grumpig,grumpig,326,,1,,,Grumpig (Z),Psychic,-,80,45,65,90,110,80,196,259,284,,
,spinda,spinda,327,,1,,,Spinda (Z),Normal,-,60,60,60,60,60,60,156,219,240,,
,trapinch,trapinch,328,,1,,,Trapinch (Z),Ground,-,45,100,45,45,45,10,56,119,130,,
,vibrava,vibrava,329,,1,,,Vibrava (Z),Ground,Dragon,50,70,50,50,50,70,176,239,262,,
,flygon,flygon,330,,4,,,Flygon (Z),Ground,Dragon,80,100,80,80,80,100,236,299,328,,
,cacnea,cacnea,331,,1,,,Cacnea (Z),Grass,-,50,85,40,85,40,35,106,169,185,,
,cacturne,cacturne,332,,1,,,Cacturne (Z),Grass,Dark,70,115,60,115,60,55,146,209,229,,
,swablu,swablu,333,,1,,,Swablu (Z),Normal,Flying,45,40,60,40,75,50,136,199,218,,
,altaria,altaria,334,,1,,,Altaria (Z),Dragon,Flying,75,70,90,70,105,80,196,259,284,,
,altaria-mega,altaria-mega,0334/0001,,12,,,Mega Altaria (Z),Dragon,Fairy,75,110,110,110,105,80,196,259,284,,
,zangoose,zangoose,335,,2,,,Zangoose (Z),Normal,-,73,115,60,60,60,90,216,279,306,,
,seviper,seviper,336,,1,,,Seviper (Z),Poison,-,73,100,60,100,60,65,166,229,251,,
,lunatone,lunatone,337,,1,,,Lunatone (Z),Rock,Psychic,90,55,65,95,85,70,176,239,262,,
,solrock,solrock,338,,1,,,Solrock (Z),Rock,Psychic,90,95,85,55,65,70,176,239,262,,
,barboach,barboach,339,,1,,,Barboach (Z),Water,Ground,50,48,43,46,41,60,156,219,240,,
,whiscash,whiscash,340,,1,,,Whiscash (Z),Water,Ground,110,78,73,76,71,60,156,219,240,,
,corphish,corphish,341,,1,,,Corphish (Z),Water,-,43,80,65,50,35,35,106,169,185,,
,crawdaunt,crawdaunt,342,,5,,,Crawdaunt (Z),Water,Dark,63,120,85,90,55,55,146,209,229,,
,baltoy,baltoy,343,,1,,,Baltoy (Z),Ground,Psychic,40,40,55,40,70,55,146,209,229,,
,claydol,claydol,344,,3,,,Claydol (Z),Ground,Psychic,60,70,105,70,120,75,186,249,273,,
,lileep,lileep,345,,1,,,Lileep (Z),Rock,Grass,66,41,77,61,87,23,82,145,159,,
,cradily,cradily,346,,1,,,Cradily (Z),Rock,Grass,86,81,97,81,107,43,122,185,203,,
,anorith,anorith,347,,1,,,Anorith (Z),Rock,Bug,45,95,50,40,50,75,186,249,273,,
,armaldo,armaldo,348,,1,,,Armaldo (Z),Rock,Bug,75,125,100,70,80,45,126,189,207,,
,feebas,feebas,349,,1,,,Feebas (Z),Water,-,20,15,20,10,55,80,196,259,284,,
,milotic,milotic,350,,10,,,Milotic (Z),Water,-,95,60,79,100,125,81,198,261,287,,
,castform,castform,351,,1,,,Castform (Z),Normal,-,70,70,70,70,70,70,176,239,262,,
,castform-sunny,castform-sunny,0351/0001,,0,,,- (Z),Fire,-,70,70,70,70,70,70,176,239,262,,
,castform-rainy,castform-rainy,0351/0002,,0,,,- (Z),Water,-,70,70,70,70,70,70,176,239,262,,
,castform-snowy,castform-snowy,0351/0003,,0,,,- (Z),Ice,-,70,70,70,70,70,70,176,239,262,,
,kecleon,kecleon,352,,2,,,Kecleon (Z),Normal,-,60,90,70,60,120,40,116,179,196,,
,shuppet,shuppet,353,,1,,,Shuppet (Z),Ghost,-,44,75,35,63,33,45,126,189,207,,
,banette,banette,354,,1,,,Banette (Z),Ghost,-,64,115,65,83,63,65,166,229,251,,
,banette-mega,banette-mega,0354/0001,,7,,,Mega Banette (Z),Ghost,-,64,165,75,93,83,75,186,249,273,,
,duskull,duskull,355,,1,,,Duskull (Z),Ghost,-,20,40,90,30,90,25,86,149,163,,
,dusclops,dusclops,356,,2,,,Dusclops (Z),Ghost,-,40,70,130,60,130,25,86,149,163,,
,tropius,tropius,357,,1,,,Tropius (Z),Grass,Flying,99,68,83,72,87,51,138,201,221,,
,chimecho,chimecho,358,,1,,,Chimecho (Z),Psychic,-,75,50,80,95,90,65,166,229,251,,
,absol,absol,359,,1,,,Absol (Z),Dark,-,65,130,60,75,60,75,186,249,273,,
,absol-mega,absol-mega,0359/0001,,10,,,Mega Absol (Z),Dark,-,65,150,60,115,60,115,266,329,361,,
,wynaut,wynaut,360,,1,,,Wynaut (Z),Psychic,-,95,23,48,23,48,23,82,145,159,,
,snorunt,snorunt,361,,1,,,Snorunt (Z),Ice,-,50,50,50,50,50,50,136,199,218,,
,glalie,glalie,362,,1,,,Glalie (Z),Ice,-,80,80,80,80,80,80,196,259,284,,
,glalie-mega,glalie-mega,0362/0001,,6,,,Mega Glalie (Z),Ice,-,80,120,80,120,80,100,236,299,328,,
,spheal,spheal,363,,1,,,Spheal (Z),Ice,Water,70,40,50,55,50,25,86,149,163,,
,sealeo,sealeo,364,,1,,,Sealeo (Z),Ice,Water,90,60,70,75,70,45,126,189,207,,
,walrein,walrein,365,,1,,,Walrein (Z),Ice,Water,110,80,90,95,90,65,166,229,251,,
,clamperl,clamperl,366,,1,,,Clamperl (Z),Water,-,35,64,85,74,55,32,100,163,179,,
,huntail,huntail,367,,1,,,Huntail (Z),Water,-,55,104,105,94,75,52,140,203,223,,
,gorebyss,gorebyss,368,,2,,,Gorebyss (Z),Water,-,55,84,105,114,75,52,140,203,223,,
,relicanth,relicanth,369,,1,,,Relicanth (Z),Water,Rock,100,90,130,45,65,55,146,209,229,,
,luvdisc,luvdisc,370,,1,,,Luvdisc (Z),Water,-,43,30,55,40,65,97,230,293,322,,
,bagon,bagon,371,,1,,,Bagon (Z),Dragon,-,45,75,60,40,30,50,136,199,218,,
,shelgon,shelgon,372,,1,,,Shelgon (Z),Dragon,-,65,95,100,60,50,50,136,199,218,,
,salamence,salamence,373,,9,,,Salamence (Z),Dragon,Flying,95,135,80,110,80,100,236,299,328,,
,salamence-mega,salamence-mega,0373/0001,,99,,,Mega Salamence (Z),Dragon,Flying,95,145,130,120,90,120,276,339,372,,
,beldum,beldum,374,,1,,,Beldum (Z),Steel,Psychic,40,55,80,35,60,30,96,159,174,,
,metang,metang,375,,1,,,Metang (Z),Steel,Psychic,60,75,100,55,80,50,136,199,218,,
,metagross,metagross,376,,11,,,Metagross (Z),Steel,Psychic,80,135,130,95,90,70,176,239,262,,
,metagross-mega,metagross-mega,0376/0001,,99,,,Mega Metagross (Z),Steel,Psychic,80,145,150,105,110,110,256,319,350,,
,regirock,regirock,377,,2,,,Regirock (Z),Rock,-,80,100,200,50,100,50,136,199,218,,
,regice,regice,378,,1,,,Regice (Z),Ice,-,80,50,100,100,200,50,136,199,218,,
,registeel,registeel,379,,10,,,Registeel (Z),Steel,-,80,75,150,75,150,50,136,199,218,,
,latias,latias,380,,16,,,Latias (Z),Dragon,Psychic,80,80,90,110,130,110,256,319,350,,
,latias-mega,latias-mega,0380/0001,,99,,,Mega Latias (Z),Dragon,Psychic,80,100,120,140,150,110,256,319,350,,
,latios,latios,381,,17,,,Latios (Z),Dragon,Psychic,80,90,80,130,110,110,256,319,350,,
,latios-mega,latios-mega,0381/0001,,99,,,Mega Latios (Z),Dragon,Psychic,80,130,100,160,120,110,256,319,350,,
,kyogre,kyogre,382,,99,,,Kyogre (Z),Water,-,100,100,90,150,140,90,216,279,306,,
,kyogre-primal,kyogre-primal,0382/0001,,99,,,Primal Kyogre (Z),Water,-,100,150,90,180,160,90,216,279,306,,
,groudon,groudon,383,,99,,,Groudon (Z),Ground,-,100,150,140,100,90,90,216,279,306,,
,groudon-primal,groudon-primal,0383/0001,,99,,,Primal Groudon (Z),Ground,Fire,100,180,160,150,90,90,216,279,306,,
